"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Immp1l",435.592192299598,0.0798949455005463,0.133426919293047,0.598791802462832,0.549311729516781,0.999829069205013,"Immp1l"
"Immp2l",20.8967054627956,-0.692809097228772,0.548028223557321,-1.26418506830115,0.206163608916424,0.937069928792788,"Immp2l"
"Immt",3367.24690777483,0.0556866136531646,0.107718361819133,0.516964913991792,0.605180651536685,0.999829069205013,"Immt"
"Imp3",594.58031222904,-0.129904317207922,0.139628893674013,-0.930354125065294,0.352187762502269,0.974979859025321,"Imp3"
"Imp4",1514.11247452699,0.111103929426369,0.107097019142834,1.0374138357501,0.299543032993356,0.963439961661499,"Imp4"
"Impa1",1621.93163682904,0.136728624549271,0.122693659649159,1.11439030297282,0.265111781569441,0.955144450732421,"Impa1"
"Impa2",603.508754906042,0.0681960201027164,0.300857242431526,0.226672356468991,0.820678523980312,0.999829069205013,"Impa2"
"Impact",2050.03363327708,0.129900259602894,0.14901110948006,0.871748825011441,0.383345417983846,0.975398676779425,"Impact"
"Impad1",2090.0061838755,0.117742965627341,0.133300802097796,0.883287750518999,0.37708082045319,0.974979859025321,"Impad1"
"Impdh1",2263.87625929791,0.00688620499365028,0.198312053662299,0.0347240869451972,0.972299753901961,0.999829069205013,"Impdh1"
"Impdh2",1713.58926371927,-0.334057134224624,0.172373647077591,-1.93798263184774,0.0526253415368541,0.870531060332857,"Impdh2"
"Impg1",0.363949319336985,-2.04631789490373,6.1153189201897,-0.334621615259969,0.737910537396466,0.999829069205013,"Impg1"
"Impg2",25.6241358104357,-0.871040177370226,0.495549553710997,-1.75772568221949,0.0787941958173638,0.871722684025977,"Impg2"
"Ina",34.4395358419682,-0.42690681988635,0.78879375214102,-0.541214758265514,0.588359566308835,0.999829069205013,"Ina"
"Inafm1",300.939472671255,0.135510544951553,0.242021457063579,0.559911284708754,0.575539951154067,0.999829069205013,"Inafm1"
"Inafm2",610.163060462443,0.0511346033390777,0.152664119228906,0.334948405672233,0.737664006539483,0.999829069205013,"Inafm2"
"Inava",183.430959768998,-0.645768504267748,0.744056027323127,-0.867903061804384,0.385447402672167,0.975466598387058,"Inava"
