"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HE_LIM_SUN_FETAL_LUNG_C1_PULMONARY_NEUROENDOCRINE_CELL","HE_LIM_SUN_FETAL_LUNG_C1_PULMONARY_NEUROENDOCRINE_CELL",218,0.435586464388962,1.9493288061663,2.32487540435594e-08,4.27556643161502e-07,2.68148012619476e-07,4646,"tags=44%, list=26%, signal=33%","Vwa5b2/Chga/Kcnma1/Cfap65/Fstl5/Nrxn1/Ddc/Srrm4/Sybu/Cxxc4/Dpp10/Syt4/Cplx2/Runx1t1/Mgat4c/Lhfp/Grik2/Jakmip2/Dcx/Cadps/Robo1/Six1/Tmem176b/Kcnh3/Ank/Gdap1/Tmem176a/Jam3/Rgs7/Klk11/Hepacam2/Plppr2/Lratd1/Rgs4/Trim46/Nebl/Slco3a1/Bik/Elavl4/Mtmr7/Ptprn2/Syt13/Snca/Gria2/Rab3b/Tmod2/Casz1/Smpd3/Deup1/Sphkap/Snap25/Adcy1/Ncald/Ralyl/Dll4/Dusp26/Col22a1/Scnn1a/Tacc2/Neurl1a/Dtna/Fam13c/Mapk8ip1/Adcy2/Lysmd2/Gng4/Psd/Clip3/Scg2/Kcnh2/Qpct/Tmem178/Celf3/Ada/Ccdc28b/Chn2/Fgf14/Chgb/Ksr2/Slitrk6/Syt1/Ank2/Frem1/Eno2/Slc18a1/Mark1/Flt4/Trmt9b/Pdzrn3/Pcsk2/Rims2/Cacnb2/Baalc/Amigo2/Nr0b2/Slc1a5"
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS",110,-0.473307630545933,-2.19556438179112,4.27239433237706e-08,7.55259843745255e-07,4.73671569254713e-07,3597,"tags=39%, list=20%, signal=31%","Cfd/Fyb/Ms4a6c/Pycard/Srgn/Cfp/Il1b/Tnfaip2/Clec4e/Nampt/Jaml/Zeb2/Cxcl1/Ifi205/Ptprc/Ms4a7/Fpr1/Cd14/Ptgs2/Ereg/Mpeg1/Lyn/Ftl1/Plek/Ccl3/Ripor2/S100a9/Cd44/C5ar1/Nfkbia/Trem1/S100a8/Nlrp3/Mxd1/G0s2/Csta2/Rnf149/Osm/Samsn1/Stx11/Csf3r/Cebpb/Fth1"
"HE_LIM_SUN_FETAL_LUNG_C1_INTERM_NEUROENDOCRINE_CELL","HE_LIM_SUN_FETAL_LUNG_C1_INTERM_NEUROENDOCRINE_CELL",247,0.41731023109234,1.90219235961027,4.31988471160298e-08,7.55259843745255e-07,4.73671569254713e-07,3724,"tags=38%, list=21%, signal=31%","Vwa5b2/Chga/Cfap65/Map2/Slc38a11/Fstl5/Nrxn1/Kl/Ddc/Tox/Sv2c/Srrm4/Cxxc4/Dpp10/Sptbn2/Syt4/Runx1t1/Jakmip2/Pclo/Dcx/Cadps/Robo1/Lonrf2/Sgsm1/Six1/Unc79/Tmem176b/Ank/Gdap1/Cnih2/Tmem176a/Plac8/Jam3/Rgs7/Gpbar1/Klk11/Hepacam2/Plppr2/Robo2/Srrm3/Rtn1/Stxbp5l/Rgs4/Arhgef26/Matn2/Depp1/Bik/Elavl4/Gpx3/Gprin3/Mtmr7/Ptprn2/Syt13/Kcnb2/Eya4/Rab3b/Wfs1/Tmod2/Casz1/Smpd3/Snap25/Adcy1/Ica1l/Sv2a/Dll4/Dusp26/Hspa2/Tacc2/Neurl1a/Mapk8ip1/Adcy2/Abca5/Psd/St6galnac5/Clip3/Actl6b/Scg2/Bace1/Kcnh2/Qpct/Tmem178/Celf3/Ccdc28b/Cntnap2/Ghrl/Chn2/Fgf14/Rimbp2/Pcdh17/Chgb/Ksr2/Slitrk6/Rnf165/Cttnbp2/Ttll7"
"MANNO_MIDBRAIN_NEUROTYPES_HDA2","MANNO_MIDBRAIN_NEUROTYPES_HDA2",468,0.360131388288464,1.72545067334555,4.61369736236528e-08,7.93404677560849e-07,4.97594624931545e-07,4191,"tags=35%, list=23%, signal=28%","Lhfpl4/Ttr/Cntn1/Map2/Sntg1/Tmem132b/Dnm3/Elavl2/Ddc/Sv2c/Srcin1/Gfra1/En2/Srrm4/Faim2/Lrrtm4/Krt222/Rims1/Tox2/Syt4/Mgat4c/Cdh8/Fgf9/Sox6/Mtus2/Ablim3/Alx4/Dcc/Nalcn/Begain/Mast1/Tub/Dcx/Kcnip4/Cadps/Kcnc2/Robo1/Fut9/Myt1/Lonrf2/Elovl4/Lrfn5/Olfm3/Tubb2a/Rgs6/Shisal1/Ank/Lgi2/Klhl29/Pou3f2/Nsg1/Asxl3/Grm5/Prkcb/Pde1a/Sema6c/Ppfia2/Dscam/Plppr2/Xkr6/Robo2/Rtn1/Gpr85/Trim46/Syn2/Lmo3/Sez6l/Nrxn2/Bdnf/Elavl4/Celf5/Dlk1/Col11a1/Nfasc/Epha5/Mmp24/Gng3/Ntm/Tmem178b/Caskin1/Gprin3/Aldh1a7/Cbln2/Klhl1/Syt13/Scn8a/Csrnp3/Dmtn/Fam184a/Cdh4/Pappa/Tac1/Snca/Gria2/Rab3b/Tmem151a/Tmod2/Cdh13/Slc1a4/Smpd3/Gria3/Pak3/Snap25/Sv2a/Stmn1/Atp8a2/Ralyl/Mest/Cdon/Chrna7/Cacng2/Slc17a6/Tacc2/Enox1/Slc4a3/Nsg2/Chrnb3/Asb4/Tuba1a/Mcc/Uchl1/Pla2g4c/Psd/Gpr12/Actl6b/Sox11/Nrep/Snap91/Nkain1/Garnl3/Cbln4/Enho/Arhgap28/Celf3/Ptpn3/Cntnap2/Fnbp1l/Lrrc55/Gabrg2/Tubb2b/Rimbp2/Pcdh17/Epb41l4b/Zc2hc1a/Rerg/Rnf165/Mpp2/Plxna4/Cxadr/Prkacb/Ccdc85a/Syt7/Caln1/Dpp6/Cep126/Rasgef1b/Npas4/Deaf1/Lrrc7/Trim36/Eno2/Slc18a1/Pde11a/Cacna1b"
"FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2","FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_2",291,0.400540418248926,1.84776959870501,7.34299603495689e-08,1.24238755494674e-06,7.79180394201707e-07,4647,"tags=44%, list=26%, signal=33%","Lzts1/Spry1/Slc38a11/Sytl2/S1pr3/Tbx18/F2r/Gucy1a2/Nid2/Itga11/Pcolce/Lhfp/Slc6a1/Col6a2/Trpc6/Col6a1/Arhgap29/Tbxa2r/Ptk2/Heyl/Efemp2/Lmna/Col3a1/Uaca/Mylk/Lrrc32/Denn2b/Nfatc4/Notch3/Pcdh18/Dock6/Pde8b/Foxs1/Serping1/Vamp5/Ehd2/Cfap20/Pdzd2/Smtn/Tmem204/Cdh11/Septin4/Plce1/Anxa6/Ntm/Adam12/Lama4/Ebf1/Lgals1/Atp5d/Sparc/Col1a2/Unc5b/Septin11/Gucy1a1/Gmds/Akap12/Mdk/Ecm2/Fbln1/Nid1/Pdgfrb/Higd1b/Pth1r/Tnks1bp1/Serpinh1/St3gal5/Olfml2a/Tnfaip8l1/Gjc1/Amotl2/Slc6a12/Bgn/Plod1/Apod/Mcam/Lama2/Galnt18/Lurap1l/Col4a1/Kcne4/Parva/Kcnj8/Cavin3/Lamc1/Gper1/Selenom/Ada/Ifitm3/Rbp1/Lamb1/Ptn/Cspg4/Slc12a2/Colec12/Sparcl1/Myl9/Igfbp7/Maged2/Col4a2/Slc43a3/Rhoc/Dlc1/Rasl12/Lamb2/Trib2/Col5a2/Vcl/Gucy1b1/Gpm6b/Bmp1/Pard3/Myo6/Prkg1/Spon2/Pdlim2/Tjp1/Tgfb1i1/Atp1b2/Map1lc3a/Vim/Cyth3/Kank2/Clec11a/Ppfibp2/Vstm4/Mfge8"
"DESCARTES_FETAL_ADRENAL_MYELOID_CELLS","DESCARTES_FETAL_ADRENAL_MYELOID_CELLS",142,-0.43150757796989,-2.06802594663248,9.11515851209516e-08,1.51774623479172e-06,9.51875366760147e-07,3896,"tags=39%, list=22%, signal=31%","Lilra6/Ms4a4a/Cd163/Nfam1/Cfd/Hck/Siglece/C1qa/C3ar1/Ms4a6c/Kcnk13/Cmklr1/Cd86/Zmynd15/Trpm2/Slc7a8/Rab39/Ifi205/Ms4a7/Fpr1/Casp4/Cd14/Pla2g7/Msr1/Milr1/Ccr1/Hmox1/Ifngr1/P2ry13/Ptafr/Ms4a14/Mpeg1/Mefv/Adgre5/Ascl2/Tgfa/C5ar1/Slco2b1/Nod2/Pdcd1lg2/Tlr2/Hrh1/Cd33/Nlrp3/Msln/Ier3/Gpr34/Naip2/Pram1/Cd209b/Cd80/Tlr6/Nlrc4/Mertk/Cd300lf/Adap2"
"HE_LIM_SUN_FETAL_LUNG_C5_PRO_B_CELL","HE_LIM_SUN_FETAL_LUNG_C5_PRO_B_CELL",458,0.355949461955324,1.70503864306947,9.94283530726081e-08,1.62969284958072e-06,1.0220842215523e-06,4564,"tags=41%, list=25%, signal=31%","Dtymk/Ube2t/Mns1/Cep55/Fads2/Rccd1/Kif14/Fads1/Ccnb2/Traip/Paqr4/Brip1/Mastl/Cchcr1/Lmnb2/Tacc3/Cdca3/Spc24/Depdc1b/Pimreg/Cenpm/Tpx2/Timeless/Cdkn2c/Racgap1/Ncapd3/Cenpw/Mxd3/Kif22/Parp2/Dhrs4/Cip2a/Prr11/Spdl1/Rhno1/Fanca/Birc5/H4c3/Dnajc9/Tk1/Cstf2t/Cenpe/Plk1/Wdhd1/Lrr1/Ccnf/Cenph/Ncapd2/Vamp5/Kif23/Crtap/Esco2/Kif20a/Cfap20/Pold1/Arhgap33/Pkmyt1/Kifc1/Tubg1/Ncaph2/Neil3/Prim2/Tcf19/Slc27a3/Dscc1/Phf19/Ccna2/Pclaf/Lin9/Prc1/Cdk2ap1/E2f8/Exo1/Cmtm3/Parpbp/Fancd2/Brca2/Snca/Gucy1a1/Rad54l/Nuf2/Cbx2/Bard1/Mdk/Kif2c/Aldh7a1/Fbln1/Incenp/Aurkb/Aldh5a1/Cdc20/Bub1b/Erg/Ckap2/Cdc25c/Orc6/Rad51ap1/Ddx11/Fen1/Aurka/E2f1/Ska1/Kntc1/Clspn/Haus4/Cdkn3/Cdc45/Ttk/Hirip3/Ect2/Cenpq/Cdc6/Hspb11/Fancg/Lcn6/Trip13/Ncaph/Melk/Ccnb1/Tcaf1/Foxm1/Hjurp/Mybl2/Ncapg/Ebp/Chtf18/Gtse1/Tedc1/Spag5/Mboat2/Ezh2/Aspm/Cdca8/Aamdc/Ilvbl/C1qtnf4/Mki67/Egfl7/Ada/Rexo5/Arhgef39/Mcm10/Kif15/Gins2/Cenpa/Igfbp7/Cenpf/Fanci/Chaf1a/Uhrf1/Cdca2/H2ac4/Slc43a3/Rab13/Shcbp1/Chd3/Vrk1/Igf2bp2/Atad2/Cdk1/Mcm4/Cntln/Psmc3ip/Hmgxb4/Ube2s/H2ac21/Lig1/Tyms/Mcm2/Top2a/H4c1/Tmem97/Mov10/Hmmr/Trim24/Kif4/Asf1b/Chaf1b/Rnaseh2a/Faf1/Hmgb3/Kif11/Kif20b/Pxmp2/Mcm3/Cenpo/Clec11a/Orc1"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",89,-0.500784314346658,-2.22857181516746,1.03932974518764e-07,1.67731831184898e-06,1.0519531833883e-06,3434,"tags=43%, list=19%, signal=35%","Map3k7/Casp8/Pik3r1/Mapk1/Map3k8/Lbp/Irak1/Il1b/Ticam2/Cd86/Tlr7/Ifnar2/Cd14/Ikbkb/Traf3/Map2k1/Irak4/Jun/Ccl3/Tirap/Rela/Tbk1/Ikbkg/Tlr8/Ikbke/Traf6/Nfkbia/Pik3cg/Tlr2/Pik3ca/Cd80/Tlr6/Chuk/Tlr4/Tab2/Akt2/Il12b/Ripk1"
"KEGG_RIBOSOME","KEGG_RIBOSOME",83,0.549164347784237,2.15924056385284,1.70536780364123e-07,2.71050125154492e-06,1.69992803393264e-06,5750,"tags=65%, list=32%, signal=44%","Rplp0/Rpsa/Rpl10a/Rps4x/Rps6/Rps18/Rpl14/Rpl7/Rpl7a/Rpl21/Rpl3/Rpl29/Rpl4/Rpl19/Rpl18/Rpl37a/Rpl13/Rpl18a/Rps9/Rps5/Rps26/Rpl27a/Rpl8/Rps12/Rps11/Rplp1/Rpl31/Rpl32/Rpl6/Uba52/Rps2/Rps15/Rps10/Rps23/Rps27a/Rpl36a/Rps3a1/Rps25/Rpl28/Rpl12/Rpl9/Rpl13a/Rps13/Rpl36/Rps20/Rpl15/Rps19/Rpl11/Rps3/Rpl27/Rpl23a/Rpl10/Rps8/Rps17"
"DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS","DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS",450,0.354114455644632,1.69117868898565,1.87022927394541e-07,2.92816493786379e-06,1.83643880002495e-06,4348,"tags=39%, list=24%, signal=30%","S1pr5/Slc38a11/S1pr3/Tbx18/Cxcl12/Apol11a/Cavin1/Lef1/Igf2/Fam43a/Srpx2/Slc38a3/Jcad/Apln/Itga11/Itm2a/Alx4/Pcolce/Col6a2/Angpt2/Dpep1/Six1/Edn1/Rasd2/Arhgap29/Tmem176b/Heyl/Hmcn1/Col3a1/Uaca/Lrrc32/Filip1/Gpr4/Notch3/Pheta2/Tmem200b/Pcdh18/Slc22a19/Dock6/Foxs1/Serping1/Vamp5/Ehd2/Sox7/Exoc3l/Tmem204/Vegfc/Twist1/Nos3/Depp1/Avpr1a/Ldlrad2/Clec1a/Synm/Tnfsf15/Lgals1/Ccdc85b/Sparc/Slc9a3r2/Msx1/Gata2/Col1a2/Unc5b/Prnd/Aoc3/Mrpl17/Cbx2/Ocln/Grap/Isg15/Sox17/Adcy4/Erg/Snrpb/Eif3i/Pdgfrb/Megf6/Jph2/Plekhf1/Higd1b/Pth1r/Tnks1bp1/Dll4/Robo4/Serpinh1/Mylk2/Tmem92/Ctsk/Cav1/Ushbp1/Olfml2a/Abca4/Sigirr/Kcnj2/Cdh5/Cdc42ep5/Afap1l1/Gbp4/Clic5/Slc6a12/Bgn/Plod1/Myo10/Mcam/Naaladl1/Samm50/Foxl1/Spaar/Lurap1l/Col4a1/Tbx15/Syde1/Spta1/Zap70/Eml3/Cdkn2b/Rtl8a/Fzd4/Btnl9/Zfp46/Kif26a/Kcne4/Kcnj8/Qpct/Cavin3/Lamc1/Gper1/Tek/Adgrl4/Ace/Ada/Ifitm3/Hic1/Smagp/Rbp1/Wwtr1/Slc14a1/Lrrc55/Actn4/Arhgef15/Igfbp7/Slc39a8/Fam124b/Col4a2/Adgrf5/Sp6/Hspa12b/Fgd5/Rhoc/Dlc1/Rasl12/Tie1/Ppic/Lamb2/Foxf1/Rgs3/Olfml1/Slc30a1/Tdgf1/Myzap/Crybb3/Anxa1/Slco1a5/Mmrn2/Medag/Cd320/Tcim/Pcdh12/Flt4/Kank3/Ifit3/Spon2/Thsd1/Tmem88"
"MANNO_MIDBRAIN_NEUROTYPES_HOPC","MANNO_MIDBRAIN_NEUROTYPES_HOPC",340,0.379019205190879,1.77133504213831,2.16553250907714e-07,3.34065235591459e-06,2.0951359414446e-06,3659,"tags=33%, list=20%, signal=27%","Cntn1/Rtkn2/Nrxn1/Sntg1/Slc35f1/Adam22/Dnm3/Csmd3/Sox8/Ntrk3/Dnd1/Igfbp2/Ccdc39/Sez6/Rnf144a/Lrrtm4/Rims1/Mdga2/Fgfbp3/Kif14/Mt3/Nlgn1/Sox6/Atp13a4/Npas3/Slc6a1/Slc1a2/Cacna1g/Slitrk2/Cacng7/Slc22a17/Myt1/Metrn/Adamts3/Scn1a/Shc3/Pcdh15/Wscd1/Astn1/Scarb1/Dhx32/Itgb8/Grm5/Dnah7c/Birc5/Pdgfra/Plppr2/Kcnd2/Erbb3/Sez6l/Nlgn3/Wnt7b/Lhfpl3/Slc16a14/Gpr17/Nlgn2/Ntm/Kcne1l/Gria4/Pde1c/Igsf9b/Dock1/Bard1/Tmod2/Luzp2/Bub1b/Gria3/Rftn2/Nell1/Gal3st1/Dbi/Pif1/Cspg5/Trim68/Pcdhgc3/Fam181b/Sox5/Pcdhgb4/Ttk/Cacng2/Dclk2/Sox1/Nfix/Garem2/Gramd1c/Itpr2/Ncaph/Pea15a/Lpar4/Apod/Hepacam/Gng4/Psd/Sel1l3/Gtse1/Sox9/Grid2/Pcdh11x/Spry4/Calcrl/Brinp2/Scube2/Serpine2/Lgr5/Ptn/Traf4/Plekhh2/Eya2/Uhrf1/Pcdh17/Lrrtm3/Cryl1/Fabp7"
"MANNO_MIDBRAIN_NEUROTYPES_HNBML5","MANNO_MIDBRAIN_NEUROTYPES_HNBML5",421,0.357211332388398,1.69872940754971,2.26927179605842e-07,3.44995088994969e-06,2.16368401607401e-06,4403,"tags=38%, list=25%, signal=29%","Lhfpl4/Chga/Kcnma1/Map2/Shisa2/Paqr5/Nrxn1/Sytl2/Tmem132b/Dnm3/Elavl2/Arpp21/Fndc9/Pax5/Srcin1/Srrm4/Sybu/Frmd5/Ryr2/Rims1/Bcl11b/Tox2/Mdga2/Runx1t1/Vstm2b/Fgf9/Mtus2/Ablim3/Dcc/Fam81a/Nalcn/Jakmip2/Mast1/Dcx/Cacna1g/Cadps/Bzw2/Kcnc2/Robo1/Fut9/Myt1/Zfpm2/Lonrf2/Thsd7a/Bcl11a/Rapgef5/Acvr2a/Shisal1/Tshz2/Ncan/Elavl3/Bicd1/Nsg1/Asxl3/Pappa2/Kalrn/Prkcb/Ppfia2/Dscam/Plppr2/Xkr6/Robo2/Srrm3/Lratd1/Rtn1/Samd11/Slco3a1/Nrxn2/Pnoc/Elavl4/Celf5/Nfasc/Mmp24/Gng3/Gria4/Caskin1/Gata3/Plxna2/Ccdc85b/Gata2/Ptprn2/Syt13/Scn8a/Csrnp3/Zfhx4/Dmtn/Ankrd13b/Cdh4/Pappa/Tac1/Gria2/Macroh2a2/Tmod2/Cdh13/Casz1/Smpd3/Nell1/Pak3/Snap25/Sv2a/Sertad4/Phf21b/Cngb1/Dusp26/Tenm1/Cacng2/Sox1/Peg3/Rph3a/Nsg2/Ncdn/Tcaf1/Gabra1/Kif21a/Gpr12/Efcab7/Auts2/Septin3/Pcdh11x/Actl6b/Plxna3/Pcdh7/Sox11/Nrep/Nbea/Cbln4/Celf3/Ntng1/Cntnap2/Gabrg2/Chn2/Sec31b/Fgf14/Tubb2b/Ksr2/Ssbp3/Grm7/Trp53i11/Plxna4/Cxadr/Igfbpl1/Prkacb/Ccdc85a/Fto/Adgrb3/Cep126/Ank2/Trim36/Eno2/Anks1b/Pde11a/Mark1/Rbfox1/Slc38a1/Dact3/St8sia3/Plppr1/Scn2a/Nptxr/Nova2"
"DESCARTES_FETAL_LUNG_MYELOID_CELLS","DESCARTES_FETAL_LUNG_MYELOID_CELLS",136,-0.420789177680525,-1.99921741891074,4.9149272308262e-07,7.36536952162383e-06,4.619292510175e-06,3896,"tags=40%, list=22%, signal=31%","Lilra6/Mmp9/Ms4a4a/Cd163/Nfam1/Hck/Siglece/C1qa/Ido1/C3ar1/Ms4a6c/AB124611/Cpa3/Kcnk13/Il1r2/Cmklr1/Il1b/Cd86/Trpm2/Ifi205/Ms4a7/Fpr1/Casp4/Cd14/Clec5a/Milr1/Ccr1/Ptgs2/P2ry13/Ms4a14/Prtn3/Mpeg1/Mefv/Arl5c/Irf8/Adgre5/Htr7/Dnase1l3/Tlr8/Nod2/Gpr141/Cd33/C5ar2/Nlrp3/Gpr34/Naip2/Pram1/Cd209b/Cd1d1/Hrh2/Nlrc4/Havcr2/Retn/Cd300lf"
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",74,-0.506552703786683,-2.17409981586775,5.34087817499592e-07,7.8909594444658e-06,4.94892343865449e-06,4788,"tags=59%, list=27%, signal=44%","Pik3r5/Pik3cd/Rac1/Akt3/Ppp3cc/Ppp3cb/Plcg2/Btk/Pik3ap1/Cd22/Dapp1/Pik3r1/Rac3/Mapk1/Vav3/Nras/Gsk3b/Bcl10/Vav1/Ikbkb/Map2k1/Ppp3r1/Ppp3ca/Lyn/Ifitm1/Jun/Nfatc3/Rela/Raf1/Ikbkg/Chp1/Chp2/Nfkbia/Pik3cg/Inpp5d/Syk/Pik3ca/Kras/Chuk/Fcgr2b/Sos2/Nfat5/Sos1/Akt2"
"MANNO_MIDBRAIN_NEUROTYPES_HNPROG","MANNO_MIDBRAIN_NEUROTYPES_HNPROG",204,0.416209255713064,1.84091204527768,5.53707468939436e-07,8.06721020718707e-06,5.05946152174193e-06,4230,"tags=44%, list=24%, signal=34%","Rtkn2/Ptx3/Zmat4/Tmem132b/Cobl/Gulp1/Elavl2/Ddc/Srrm4/Frmd5/Nes/Kif14/Ccnb2/Znhit2/Dcc/Dcx/Cadps/Tacc3/Cdca3/Depdc1b/Myt1/Pimreg/Ephb2/Tspan11/Tpx2/Thsd7a/Fndc5/Racgap1/Hunk/Pou3f2/Efs/Birc5/Pde1a/Otx2/Plk1/Hepacam2/Nek2/Kif23/Rgs4/Elavl4/Ccna2/Gprin3/Epha4/Prc1/Parpbp/Ankrd13b/Nuf2/Ebf2/Fam83d/Kif2c/Pak1/Igdcc3/Bub1b/Rftn2/Tnfrsf19/Frem2/Megf6/Dok5/Stmn1/Pif1/Phf21b/Rpl18/Hnrnpa1/Ncaph/Hjurp/Gtse1/Pou3f1/Aspm/Cdca8/Sox11/Mki67/Arhgap28/Celf3/Kif15/Chn2/Cenpf/Rnf165/Cdk1/Trp53i11/Mfng/Igfbpl1/Hmgb2/Tead2/Top2a/Tspan18/Asb2/Pde11a/Kif4/Tfdp2"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY","KEGG_CHEMOKINE_SIGNALING_PATHWAY",174,-0.382665557796043,-1.89328390521451,5.87913395467534e-07,8.4482349567869e-06,5.29842641913784e-06,4721,"tags=48%, list=26%, signal=36%","Jak3/Pik3cd/Fgr/Ccl6/Ccr8/Cxcr3/Prkx/Rac1/Akt3/Gng2/Plcb2/Ncf1/Cxcl11/Gng5/Rap1b/Ccl4/Stat3/Cdc42/Was/Ccr5/Hck/Pik3r1/Wasl/Arrb1/Rap1a/Mapk1/Vav3/Rhoa/Nras/Gsk3b/Cxcr5/Gnai2/Ptk2b/Vav1/Ccr9/Cxcl1/Arrb2/Crkl/Cxcr4/Jak2/Ccr1/Ikbkb/Stat5b/Map2k1/Cxcl2/Ccr7/Foxo3/Ccl20/Cxcl13/Lyn/Grk5/Gnb1/Grk2/Rock1/Pxn/Ccl3/Rela/Raf1/Gnai3/Ikbkg/Prkcz/Prex1/Nfkbia/Pik3cg/Ccl21a/Gsk3a/Gngt2/Cxcr1/Plcb1/Pik3ca/Kras/Cxcr2/Cxcl16/Pf4/Braf/Chuk/Rock2/Sos2/Crk/Shc4/Sos1/Cxcl3/Ppbp/Akt2"
"KEGG_CHRONIC_MYELOID_LEUKEMIA","KEGG_CHRONIC_MYELOID_LEUKEMIA",73,-0.514468984018789,-2.21126525345748,5.96811542694264e-07,8.46020686873355e-06,5.30593476790775e-06,4110,"tags=51%, list=23%, signal=39%","Stat5a/Bcl2l1/Cdkn1b/Tgfb2/Cdk6/Pik3r1/Mapk1/Rb1/Tgfb1/Nras/Mdm2/Abl1/Crkl/Smad4/Ikbkb/Stat5b/Ctbp2/Map2k1/Cbl/E2f2/Rela/Raf1/Ikbkg/Cdkn1a/Nfkbia/Pik3cg/Pik3ca/Kras/Braf/Chuk/Sos2/Crk/Shc4/Sos1/Tgfbr1/Gab2/Akt2"
"TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL","TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL",176,-0.379654965864548,-1.87900733102969,6.82340125977568e-07,9.54366389533959e-06,5.98543970155762e-06,5255,"tags=45%, list=29%, signal=32%","Bcl2a1a/Hes1/Klf4/Ctss/Atg3/Ncf2/Aldh3b1/Themis2/Tnfrsf1b/Zfand5/Asah1/Bid/Map3k1/Clec7a/Fgr/Oas1g/Ube2r2/Rin1/Insr/Lfng/Pik3ap1/Ap1s2/Gns/Cmtm6/Ehbp1l1/Nfam1/Sidt2/Unc119/Rras/Hck/Tbxas1/Sh2d3c/Ets2/Cux1/AB124611/Cfp/Cd86/Zeb2/Klf3/Slc31a2/Ms4a7/Rara/Utrn/Hmox1/Irak3/P2ry13/Mpeg1/Lyn/Ftl1/Adgre5/Bri3/Zfp703/Cd300a/Rab10/Gch1/Marchf1/C9orf72/C5ar1/Relt/Dusp6/Rxra/Vmp1/Cnih4/Tbc1d8/Rnpep/Pram1/Cdh23/Sat1/Pag1/Abi3/Cxcl16/Snx18/Cebpb/Tlr4/Lyst/Papss2/Cd300lf/Mafb/Dmxl2/Fth1"
"GAUTAM_EYE_CHOROID_SCLERA_MONOCYTES","GAUTAM_EYE_CHOROID_SCLERA_MONOCYTES",130,-0.422608711140189,-2.00718467524792,7.43493513458725e-07,1.02621670476079e-05,6.43605880764132e-06,4947,"tags=47%, list=28%, signal=34%","Arhgap15/Spcs3/Spopl/Asah1/Adam9/Bax/Dgka/Cenpl/Glipr1/Itga5/Rnf138/Arap2/Btk/Snapc1/Ehbp1l1/Sertad2/Cdc25b/Sipa1/Necap2/Adam8/Actr2/Dcp2/Arhgap30/Sema6b/Ptk2b/Cnppd1/Cxcl1/Stx7/Milr1/Cybc1/Cxcl2/Amy1/Rbbp8/Lims1/Agtrap/Spata13/Gpsm3/Klhl6/Ehd1/Dock11/Dok3/Plagl2/Brms1/C9orf72/Map4k4/Prex1/Pik3cg/Arl5a/Pram1/Snx27/Ptpn1/Ptpn12/Purb/Chd7/Raph1/Picalm/Heca/Msl2/Retn/Cxcl3/Ctsh"
"MANNO_MIDBRAIN_NEUROTYPES_HPROGM","MANNO_MIDBRAIN_NEUROTYPES_HPROGM",288,0.381723641430744,1.76215160810177,9.68263621915073e-07,1.31910199920638e-05,8.27292910043637e-06,4515,"tags=42%, list=25%, signal=32%","Ttr/Kcnma1/Ptx3/Zmat4/Syt2/Sall4/Gulp1/Tmem132c/Ddc/Tox/Gdpd2/Slit2/En2/Mns1/Igfbp2/Nes/Rbm24/Ccnb2/Foxp2/Sfrp2/Dcc/Tacc3/Cdca3/Depdc1b/Cfap44/Tspan11/Cenpw/Efemp2/Sall1/Itgb8/Dnah7c/Birc5/Jam3/Ccdc8/Otx2/Cenpe/Plk1/Arsj/Lrp2/Arhgef26/Irs1/Col27a1/Twist1/Lmx1a/Cnpy1/Aqp4/Grm8/Prc1/Fzd2/Nuf2/Mdk/Aurkb/Igdcc3/Bub1b/Pde3a/Frem2/Rspo3/Mid1/Scn7a/Cdkn3/Apoa1/L3hypdh/Frmd3/Rpl18/Mest/Cdon/Ttk/Nox4/Cenpq/Ncaph/Efcab1/Melk/Ralgps2/Gbx2/Foxm1/Hjurp/Ncapg/Klhdc8b/Gtse1/Ston1/Cdca8/Rcn1/Lmx1b/Mcm5/Rbp1/Nek11/Kif15/Gins2/Chn2/Cenpf/Fanci/Slc39a8/Pdlim5/Uhrf1/Fzd1/Rab13/Rerg/Fndc1/Cdk1/Plxdc2/Anxa5/Rpa3/Hmgb2/Pradc1/Tyms/Plp1/Mcm2/Top2a/Rsph9/Bmp1/Pde11a/Tcim/Hmmr/Pdzrn3/Rnaseh2a/Kif11/Arhgef28/Vim/Nectin3/Mcm3/Enpp2"
